product,protein,fat,carbs,calories,price,sale_type,unit_weight,total_package_weight,is_promo
"ყავა ხსნადი ""იაკობს მონარქ"" ყინულოვანი კარამელი ლატე (3/1)",22.0,13.0,76.0,450.0,1.3,weight,0,21.3,0
"ყავა ხსნადი ""მაკ კოფე"" DI TORINO შავი შოკოლადით",23.0,14.0,78.0,460.0,0.9,weight,0,25.0,0
"ციკორი ხსნადი ""რუსკი პროდქტი"" ნატურალური",0.0,0.0,0.5,2.0,4.9,weight,0,85.0,0
"ჩაი შავი ""აზერჩაი""",0.0,0.0,0.4,2.0,4.1,weight,0,50.0,0
"ჩაი შავი ""მარიამი"" სუპერი",0.0,0.0,0.2,1.0,4.35,weight,0,50.0,0
"ჩაი შავი ""გრინფილდი"" კენიანი",0.0,0.0,0.2,1.0,4.9,weight,0,50.0,0
"ჩაი შავი ""გრინფილდი"" ოქროს ცეილონი",0.0,0.0,0.3,1.0,4.9,weight,0,50.0,0
"ჩაი შავი ""გიტა"" ინდოეთი",0.0,0.0,0.2,1.0,1.7,weight,0,50.0,0
"ჩაი შავი ""პრინცესა ნური""",0.0,0.0,0.4,2.0,2.6,weight,0,50.0,0
"ჩაი შავი ""გრინფილდ"" კლასიკ ბრექვასთ",0.0,0.0,0.3,1.0,4.9,weight,0,50.0,0
"ჩაი შავი ""გრინფილდი"" ელგრეი ფანტაზია",0.0,0.0,0.4,2.0,4.9,weight,0,50.0,0
"ჩაი შავი ""მარიამი"" ბროკენ",0.0,0.0,0.2,1.0,4.2,weight,0,50.0,0
"ჩაი შავი ""გრინფილდი"" როიალ ელგრეი",0.0,0.0,0.4,2.0,7.25,weight,0,40.0,0
"ჩაი მწვანე ""გრინფილდ"" ჟასმინის არომატით",0.0,0.0,0.2,1.0,4.9,weight,0,50.0,0
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",0.0,0.0,0.2,1.0,4.9,weight,0,50.0,0
"ჩაი ხილის ""გრინფილდ"" სამერ ბუკეტი",0.0,0.0,0.5,2.0,4.9,weight,0,50.0,0
"ჩაი ხილის ""ტეს""",0.0,0.0,0.4,2.0,5.25,weight,0,36.0,0
"ჩაი გასახდომი ""ჰეილისი"" ჟოლო და კენკრა",0.0,0.0,0.3,1.0,9.8,weight,0,50.0,0
"ჩაი ხილის ""პრინცესა ნური"" შავი კენკრით",0.1,0.0,0.7,3.0,2.85,weight,0,37.5,0
"ჩაი ხილის ""პრინცესა ნური"" მალინა",0.1,0.0,0.7,3.0,2.85,weight,0,37.5,0
"ჩაი შავი ""მარიამი"" ბროკენ",0.0,0.0,0.2,1.0,4.75,weight,0,100.0,0
"ჩაი შავი ""აზერჩაი"" ბერგამოტის არომატით",0.0,0.0,0.4,2.0,4.85,weight,0,100.0,0
"ჩაი შავი ""მარიამი"" სუპერი",0.0,0.0,0.2,1.0,6.55,weight,0,100.0,0
"ჩაი შავი ""გრინფილდ"" ოქროს ცეილონი",0.0,0.0,0.3,1.0,5.95,weight,0,100.0,0
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",0.0,0.0,0.2,1.0,5.8,weight,0,100.0,0
"ჩაი მცენარეული ""პრინცესა იავა"" კარკადე",0.0,0.0,0.5,2.0,4.9,weight,0,80.0,0
"ცხელი შოკოლადი ""მაკ შოკოლადი""",20.0,12.0,65.0,400.0,0.6,weight,0,20.0,0
"კაკაო ""ნესქვიკ""",4.0,2.5,82.0,380.0,10.95,weight,0,200.0,0
"კაკაო ""მიქს ფიქს""",5.0,3.0,78.0,390.0,5.25,weight,0,175.0,0
"ყავა ხსნადი ""იაკობსი"" მონარქი + ""PICKWICK"" შავი ჩაი ორიგინალი",0.1,0.1,10.5,102.0,26.4,weight,0,135.0,0
პურ-ფუნთუშეული,0.0,0.0,0.0,0.0,0.0,package_weight,0,0.0,0
"პური თეთრი ""იფქლი დიღომი"" უსაფუარო",1.2,0.3,52.0,260.0,1.8,weight,0,520.0,0
"პური თეთრი ""იფქლი დიღომი""",1.0,0.2,55.0,265.0,1.3,weight,0,530.0,0
"პური ""მარა"" ბერძნული ლავაში",2.0,0.5,58.0,270.0,1.4,weight,0,480.0,0
"პური თეთრი ""იფქლი დიღომი"" დაჭრილი",1.5,0.4,54.0,255.0,1.5,weight,0,530.0,0
"პური თეთრი ""იფქლი დიღომი"" თბილისური დაჭრილი",1.0,0.3,56.0,250.0,1.8,weight,0,500.0,0
"პური თეთრი ""იფქლი დიღომი"" აგური ხორბლის ალაო",0.8,0.2,58.0,240.0,1.4,weight,0,450.0,0
"პური თეთრი ""იფქლი დიღომი"" რძიანი დაჭრილი",2.5,0.7,53.0,270.0,2.5,weight,0,450.0,0
"პური თეთრი ""თბილისური"" მრგვალი",1.8,0.4,55.0,260.0,1.7,weight,0,500.0,0
"პური თეთრი ""იფქლი დიღომი"" დიღმის პური",1.2,0.3,54.0,265.0,1.1,weight,0,410.0,0
"პური ჭვავის ""იფქლი დიღომი"" მოხარშული ალაო 0%",0.5,0.1,48.0,220.0,1.2,weight,0,300.0,0
"პური ქატოსი ""იფქლი დიღომი"" მოხარშული",0.8,0.2,42.0,210.0,1.25,weight,0,300.0,0
"პური შავი ""იფქლი დიღომი"" მოხარშული აგური",1.0,0.3,46.0,235.0,1.45,weight,0,350.0,0
"პური შავი ""იფქლი დიღომი"" დაჭრილი",1.0,0.3,46.0,235.0,1.5,weight,0,510.0,0
"პური ""იფქლი დიღომი"" ცეხვილი",1.2,0.4,48.0,240.0,1.4,weight,0,510.0,0
პური შვრიის „პური“,0.8,0.2,45.0,230.0,1.2,weight,0,300.0,0
"პური ჭვავის ""ლიტვური საცხობი"" პრემიუმ კლასი მზესუმზირით",2.0,0.5,50.0,250.0,3.5,weight,0,370.0,0
"პური ჭვავის ""თბილპური"" 0%",0.5,0.1,48.0,220.0,1.1,weight,0,340.0,0
"პური ჭვავის ""იფქლი დიღომი"" რაიბროტი",0.7,0.2,42.0,215.0,2.5,weight,0,350.0,0
"პური ""იფქლი დიღომი"" ქლიავის ჩირით",6.0,2.0,48.0,280.0,4.45,weight,0,350.0,0
"პური ""იფქლი დიღომი"" მზესუმზირით",5.0,1.5,52.0,270.0,3.95,weight,0,400.0,0
"პური სელის ""თბილპური"" დაჭრილი",1.5,0.4,56.0,245.0,1.6,weight,0,500.0,0
"პური ""იფქლი დიღომი"" მოხარშული ჭვავის ბარონი",0.8,0.2,44.0,225.0,3.0,weight,0,400.0,0
"პური ჭვავის ""ლიტვური საცხობი"" სვეიკატა 0%",0.6,0.1,40.0,210.0,2.25,weight,0,375.0,0
"პური ჭვავის ""ლიტვური საცხობი"" სვეიკატა 0%",0.6,0.1,40.0,210.0,4.5,weight,0,750.0,0
"პური დიეტური ""ამარანტი""",1.0,0.2,38.0,200.0,1.6,weight,0,350.0,0
"პური დიაბეტური ""ამარანტი""",0.8,0.1,35.0,190.0,1.6,weight,0,350.0,0
"პური დიაბეტური ""იფქლი დიღომი"" დიაპური",0.5,0.1,36.0,195.0,1.2,weight,0,300.0,0
"პური ტოსტის ""ლიტვური საცხობი""",4.0,1.2,52.0,270.0,2.9,weight,0,600.0,0
"პური ""ემსიბი"" ჰამბურგერის",12.0,4.0,38.0,290.0,3.75,weight,0,50.0,0
"ფუნთუშა ""იფქლი დიღომი"" შოკოლადის და თხილის კრემით",18.0,10.0,48.0,380.0,2.5,weight,0,170.0,0
"ფუნთუშა ""იფქლი დიღომი"" შოკოლადის გლაზურით",22.0,12.0,50.0,410.0,2.15,weight,0,250.0,0
"ფუნთუშა ""იფქლი დიღომი"" კორჟიკი",15.0,8.0,52.0,370.0,1.7,weight,0,140.0,0
"ფუნთუშა ""იფქლი დიღომი"" ვაშლის ჯემით",14.0,7.0,55.0,360.0,1.7,weight,0,140.0,0
"ქადა ""იფქლი დიღომი"" შოკოლადის შიგთავსით",25.0,14.0,45.0,420.0,1.55,weight,0,220.0,0
"ფუნთუშა ""იფქლი დიღომი""",12.0,5.0,50.0,340.0,0.9,weight,0,120.0,0
"ფუნთუშა ""იფქლი დიღომი"" გვირილა სეზამით",13.0,6.0,48.0,350.0,2.5,weight,0,360.0,0
"ფუნთუშა ""ლიტვური საცხობი"" კულიჩი",20.0,11.0,46.0,390.0,4.95,weight,0,470.0,0
"ბლითი ""ბეიქ ჰაუსი""",8.0,3.0,42.0,280.0,3.45,weight,0,80.0,0
"ფუნთუშა ""ლიტვური საცხობი"" ქიშმიშით",16.0,8.0,50.0,370.0,2.95,weight,0,200.0,0
"ფუნთუშა ""ლიტვური საცხობი"" კაკაოთი",14.0,7.0,52.0,360.0,2.95,weight,0,150.0,0
"ქადა ""ლიტვური საცხობი""",20.0,12.0,48.0,400.0,3.25,weight,0,330.0,0
"ქადა ""იფქლი დიღომი""",22.0,13.0,45.0,410.0,1.7,weight,0,300.0,0
"პური ""ბებოს ლავაში"" ლავაში",0.1,0.0,61.2,262.0,2.6,weight,0,400.0,0
"პური ლავაში ""ბებოს ლავაში"" მრგვალი",0.1,0.0,60.0,260.0,2.45,weight,0,200.0,0
ორცხობილა ვანილით,20.0,12.0,62.0,450.0,2.2,weight,0,200.0,0
ორცხობილა ლიმნით,18.0,10.0,60.0,430.0,2.2,weight,0,200.0,0
"საფანელი ""მზეთამზე""",16.0,9.0,65.0,420.0,1.45,weight,0,220.0,0
"ხლებცი ""იამუნა"" ხორბლის",12.0,6.0,58.0,380.0,1.25,weight,0,80.0,0
"ხლებცი ""იამუნა"" ხორბლის და სიმინდის",11.0,5.0,60.0,370.0,1.15,weight,0,85.0,0
"ხლებცი ""იამუნა"" წიწიბურის",15.0,8.0,62.0,410.0,2.35,weight,0,80.0,0
სნექი,0.0,0.0,0.0,0.0,0.0,package_weight,0,0.0,0
"ჩიფსი კარტოფილის ""ჯეკერი"" არაჟანი და ხახვი",34.0,4.0,50.0,530.0,5.95,weight,0,150.0,0
"ჩიფსი კარტოფილის ""ლეისი"" კლასიკი",32.0,3.9,52.0,520.0,5.4,weight,0,117.0,0
"ჩიფსი კარტოფილის ""ლეისი"" არაჟანი და ხახვი",35.0,4.2,51.0,535.0,7.85,weight,0,225.0,0
"ჩიფსი კარტოფილის ""ლეისი"" ორმაგი ბურგერის",36.0,4.5,49.0,540.0,4.95,weight,0,100.0,0
"ჩიფსი კარტოფილის ""ლეისი"" ბარბექიუს სოუსი",37.0,4.8,48.0,545.0,2.3,weight,0,50.0,0
"ჩიფსი კარტოფილის ""ლეისი"" STAX არაჟნის და ხახვის",38.0,5.0,47.0,550.0,9.95,weight,0,140.0,0
"ჩიფსი კარტოფილის ""ლეისი"" ყველის",33.0,4.1,51.0,528.0,5.4,weight,0,140.0,0
"ჩიფსი კარტოფილის ""ლეისი"" პიცის და 4 ყველის",36.5,4.7,48.5,542.0,4.95,weight,0,100.0,0
"ჩიფსი კარტოფილის ""ლეისი"" ყველის სოუსი",35.0,4.5,49.0,535.0,2.3,weight,0,50.0,0
"ჩიფსი კარტოფილის ""ფრიქსი"" აჯიკის გემოთი",32.5,4.0,52.5,525.0,2.85,weight,0,60.0,0
"ჩიფსი კარტოფილის ""ლეისი"" რიდჯი პაპრიკა",34.5,4.3,50.5,532.0,5.4,weight,0,140.0,0
"ჩიფსი სიმინდის ""დორიტოსი"" აკილი",28.0,3.0,60.0,545.0,5.0,weight,0,130.0,0
"ჩიფსი კარტოფილის ""ფრიქსი"" აჯიკის გემოთი",32.5,4.0,52.5,525.0,4.45,weight,0,120.0,0
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",34.0,4.2,51.0,530.0,5.4,weight,0,155.0,0
"ჩიფსი კარტოფილის ""ფრიქსი"" ბარბექიუს გემოთი",36.0,4.5,49.0,540.0,2.85,weight,0,60.0,0
"ჩიფსი კარტოფილის ""ფრიქსი"" ბარბექიუს გემოთი",36.0,4.5,49.0,540.0,4.45,weight,0,120.0,0
"ჩიფსი კარტოფილის ""ლეისი"" რიბეის სტეიკი წიწაკის სოუსისი",38.0,5.0,47.0,550.0,5.4,weight,0,140.0,0
"ჩიფსი კარტოფილის ""ლეისი"" STAX შემწვარი ნეკნების",39.0,5.2,46.0,555.0,9.95,weight,0,140.0,0
"მარილიანი ჩხირი ""ქრაქსი"" წიწაკით",25.0,3.5,58.0,480.0,2.95,weight,0,123.0,0
"პურის ორცხობილა ბრუსკეტი ""მარეტი"" ყველის",20.0,8.0,55.0,440.0,6.75,weight,0,140.0,0
"პურის ორცხობილა ბრუსკეტი ""მარეტი"" პომიდორი, ზეთისხილი და ორეგანო",22.0,9.0,54.0,450.0,6.75,weight,0,140.0,0
"მარილიანი ჩხირი ""ქრაქსი"" სეზამის მარცვლებით",28.0,4.0,56.0,475.0,2.95,weight,0,110.0,0
"კრეკერი ""მაკი"" ყაყაჩოს მარცვლებით",24.0,3.8,60.0,460.0,4.0,weight,0,300.0,0
"მზესუმზირა ""ოკერ"" მოხალული",48.0,6.0,32.0,580.0,2.99,weight,0,180.0,0
"მზესუმზირა ""ოკერ"" მოხალული მარილით",49.0,6.2,30.0,585.0,2.99,weight,0,150.0,0
"სიმინდის ბურბუშელა ""აპაჩი""",25.0,4.0,62.0,490.0,1.95,weight,0,85.0,0
"ჩიფსი სიმინდის ""დორიტოსი"" ტაგო",30.0,3.5,60.0,540.0,3.2,weight,0,70.0,0
"ჩიფსი სიმინდის ""დორიტოსი"" ნაჩო",31.0,3.8,59.0,545.0,3.2,weight,0,70.0,0
"ჩიფსი კარტოფილის ""ლეისი"" კლასიკი",32.0,3.9,52.0,520.0,3.2,weight,0,67.0,0
"ორცხობილა ""აპაჩე"" ყველის გემოთი",23.0,3.0,64.0,470.0,0.79,weight,0,35.0,0
"მარილიანი ჩხირი ""რამკო""",26.0,4.0,58.0,490.0,0.5,weight,0,30.0,0
"ორცხობილა ""აპაჩე"" მწვადის გემოთი",22.0,2.8,66.0,465.0,1.0,weight,0,35.0,0
"ორცხობილა ""ტუკი"" ყველის გემოთი",21.0,3.0,65.0,455.0,4.5,weight,0,100.0,0
"მარილიანი ჩხირი ""რამკო""",26.0,4.0,58.0,490.0,2.3,weight,0,200.0,0
"მარილიანი ჩხირი ""პინაკი""",25.0,3.8,59.0,485.0,1.5,weight,0,100.0,0
"მარილიანი ჩხირი ""ნეფისი""",27.0,4.2,57.0,495.0,4.5,weight,0,250.0,0
"ნახმი ""ფლორა""",18.0,2.5,45.0,380.0,3.35,weight,0,300.0,0
"ბრეცელი ""ნეფისი""",24.0,3.5,60.0,475.0,4.5,weight,0,250.0,0
"ტკბილი ჩხირი ""რამკო""",18.0,2.8,62.0,430.0,2.4,weight,0,200.0,0
"კრეკერი ""კროკო"" მარილიანი",22.0,3.0,65.0,460.0,2.49,weight,0,100.0,0
"კრეკერი პიცის არომატით ""კროკო""",23.0,3.2,64.0,470.0,3.2,weight,0,100.0,0
"მარილიანი ჩხირი ""კროკო"" გრძელი",25.0,3.8,59.0,485.0,5.5,weight,0,250.0,0
"კრეკერისა და ბრეცელის მიქსი ""კროკო""",24.5,3.5,60.5,480.0,5.5,weight,0,250.0,0
"კრეკერი ""მხიარული ცხოველები"" ტკბილი",20.0,8.0,55.0,440.0,5.0,weight,0,400.0,0
"ჩიფსი კარტოფილის ""ჯეკერი"" ყველის",33.0,4.1,51.0,528.0,5.95,weight,0,150.0,0
"მზესუმზირა ""მასტერ ჟარკი"" მოხალული",48.0,6.0,32.0,580.0,1.99,weight,0,140.0,0
"მზესუმზირა ""ჯინი"" მოხალული",48.0,6.0,32.0,580.0,3.6,weight,0,140.0,0
"მზესუმზირა ""ჯინი"" მოხალული მარილით",49.0,6.2,30.0,585.0,3.6,weight,0,140.0,0
"ჩიფსი კარტოფილის ""ჯეკერი"" ცხარე და პიკანტური",35.0,4.5,49.0,535.0,5.95,weight,0,150.0,0
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",34.0,4.2,51.0,530.0,1.75,weight,0,37.0,0
"ჩიფსი სიმინდის ""დორიტოსი"" ტაგო",30.0,3.5,60.0,540.0,5.0,weight,0,130.0,0
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",34.0,4.2,51.0,530.0,3.2,weight,0,67.0,0
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",34.0,4.2,51.0,530.0,7.85,weight,0,225.0,0
"ჩირი ""აგროფაი"" გარგარის",2.0,0.3,75.0,350.0,12.95,weight,0,240.0,0
"მიწის თხილი ""პინაკი"" ნაჭუჭში",52.0,8.0,14.0,600.0,2.95,weight,0,80.0,0
"ფისტაშკა ""ბირკა""",45.0,6.0,20.0,570.0,5.4,weight,0,80.0,0
ნიგოზი,55.0,7.0,12.0,620.0,7.95,weight,0,300.0,0
"მიწის თხილი ""ოლა!"" მოხალული მარილიანი",51.0,8.5,15.0,595.0,3.2,weight,0,120.0,0
"სიმინდის ბურბუშელა ""ჩიტოსი"" კეტჩუპის",25.0,4.0,62.0,490.0,1.95,weight,0,50.0,0
"სიმინდის ბურბუშელა ""ჩიტოსი"" ყველის",26.0,4.2,61.0,495.0,1.95,weight,0,50.0,0
"სიმინდის ბურბუშელა ""ჩიტოსი"" კეტჩუპი",25.0,4.0,62.0,490.0,0.99,weight,0,26.0,0
"სიმინდის ბურბუშელა ""ჩიტოსი"" ყველის",26.0,4.2,61.0,495.0,1.2,weight,0,26.0,0
ქიშმიში რუხი,0.5,0.1,75.0,300.0,6.7,weight,0,500.0,0
"ტყლაპი ტყემლის ""აგროფაი""",1.0,0.2,85.0,380.0,1.95,weight,0,70.0,0
"ჩირი ""აგროფაი"" შავი ქლიავის",0.5,0.1,78.0,320.0,9.5,weight,0,240.0,0
"ჩირი ""აგროფაი"" ფინიკის",0.4,0.1,76.0,310.0,4.45,weight,0,240.0,0
"თხილის გული ""პინაკი""",62.0,9.0,18.0,650.0,10.95,weight,0,90.0,0
"ნუშის გული ""აგროფაი""",60.0,7.0,12.0,640.0,10.5,weight,0,130.0,0
"ფისტაშკა ""აგროფაი""",45.0,6.0,20.0,570.0,8.95,weight,0,70.0,0
კონსერვები,0.0,0.0,0.0,0.0,0.0,package_weight,0,0.0,0
"კონსერვი პომიდვრის პასტა ""კინგტომი"" შუშა",0.2,0.0,16.0,80.0,5.95,weight,0,370.0,0
"კონსერვი პომიდვრის პასტა ""ნოსტიმო""",0.3,0.1,18.0,85.0,3.95,weight,0,410.0,0
"კონსერვი პომიდვრის გახეხილი ""ვიტალე""",0.1,0.0,5.0,25.0,4.5,weight,0,500.0,0
"მარინადი წიწაკის ""ნოსტიმო""",0.1,0.0,3.0,15.0,4.95,weight,0,720.0,0
"მარინადი კიტრის ""ნოსტიმო"" 6-9სმ",0.2,0.0,3.5,18.0,3.95,weight,0,670.0,0
"მარინადი ბოსტნეულის ასორტი ""ნოსტიმო""",0.3,0.1,4.0,20.0,5.25,weight,0,680.0,0
"მარინადი წითელი ბულგარული წიწაკის ""სანტატი""",0.2,0.0,4.5,22.0,6.5,weight,0,650.0,0
"კონსერვი პომიდორის ""რეგია"" დაჭრილი",0.2,0.0,5.5,28.0,4.45,weight,0,400.0,0
"მარინადი კიტრის ""მარნეული""",0.1,0.0,3.2,16.0,6.95,weight,0,700.0,0
"მარინადი კიტრის ""რენქი"" 6-9სმ",0.1,0.0,3.5,17.0,4.35,weight,0,720.0,0
"სოუსი პომიდვრის ""ნოსტიმო"" არაბიატა",0.5,0.1,15.0,75.0,4.99,weight,0,350.0,0
"კონსერვი ბოსტნეულის ""ნოსტიმო"" აჯაფსანდალი",3.0,0.5,8.0,65.0,5.75,weight,0,450.0,0
"კონსერვი ბოსტნეულის ""ნოსტიმო"" ბადრიჯნის ხიზილალა",4.0,0.6,7.0,70.0,5.55,weight,0,470.0,0
"კონსერვი ბოსტნეულის ""ნოსტიმო"" აივარი",3.5,0.5,9.0,68.0,5.95,weight,0,360.0,0
"მარინადი ბოსტნეულის ასორტი ""თუქაში""",0.4,0.1,4.5,25.0,5.25,weight,0,720.0,0
"კონსერვი ზეთისხილის ""Mioliva"" შავი უკურკო",14.0,2.0,3.0,145.0,5.95,weight,0,400.0,0
"კონსერვი ზეთისხილის ""Mioliva"" მწვანე უკურკო",14.0,2.0,3.0,145.0,5.95,weight,0,400.0,0
"კონსერვი ზეთისხილის ""Mioliva"" შავი კურკიანი",16.0,2.5,4.0,165.0,5.95,weight,0,400.0,0
"კონსერვი სოკოს ""ბონო"" დაჭრილი",0.2,0.0,4.0,25.0,3.95,weight,0,800.0,0
"კონსერვი სიმინდის ""ბონო""",1.0,0.2,16.0,80.0,2.95,weight,0,340.0,0
"კონსერვი ბარდის ""ჩვენი სუფრა"" (შუშა)",4.5,0.6,5.0,70.0,6.2,weight,0,700.0,0
"კონსერვი ბარდის ""ბონო"" მწვანე",4.0,0.5,4.5,65.0,2.2,weight,0,400.0,0
"კონსერვი სიმინდის ""ლორადო""",1.2,0.2,17.0,85.0,5.75,weight,0,370.0,0
"კონსერვი ბარდის ""ბარაქა"" მწვანე",4.2,0.6,5.0,68.0,2.5,weight,0,400.0,0
"კონსერვი პომიდვრის პასტა ""მარნეული"" (თუნუქი)",0.3,0.1,20.0,90.0,2.95,weight,0,210.0,0
"კონსერვი პომიდვრის პასტა ""კინგტომი""",0.3,0.1,18.0,85.0,3.95,weight,0,210.0,0
"კონსერვი პომიდვრის პასტა ""ჯაკომო"" შუშა",0.4,0.1,19.0,88.0,4.95,weight,0,500.0,0
"მარინადი კიტრის ""იაკამოზო"" პიკული",0.1,0.0,3.0,15.0,7.45,weight,0,370.0,0
"მარინადი კიტრის ""ბონო"" პიკული",0.1,0.0,3.2,16.0,3.95,weight,0,370.0,0
"მარინადი წიწაკის ""იაკამოზ"" მწარე",0.2,0.0,3.5,18.0,7.45,weight,0,370.0,0
მარინადი წიწაკის ნაჭრები,0.2,0.0,4.0,20.0,6.95,weight,0,370.0,0
"მარინადი ბოსტნეულის ""იაკამოზ"" შერეული",0.4,0.1,4.5,25.0,6.5,weight,0,720.0,0
"კონსერვი თევზის ""სელფიშ"" თინუსი წვენში",7.0,1.2,0.5,110.0,6.5,weight,0,185.0,0
"კონსერვი თევზის ""სელფიშ"" თინუსი ზეთში",15.0,2.5,0.5,190.0,6.5,weight,0,185.0,0
"კონსერვი თევზის ""რიჟსკაია ვალნა"" კილკა ტომატის სოუსში",8.0,1.5,8.0,140.0,4.5,weight,0,240.0,0
"კონსერვი თევზის ""სელ ფიშ"" შემწვარი კილკა ტომატის სოუსში",8.5,1.6,8.5,145.0,5.5,weight,0,240.0,0
"კონსერვი თევზის ""სელფიშ"" შპროტი ზეთში",18.0,3.0,1.0,200.0,5.5,weight,0,160.0,0
"კონსერვი თევზის ""სელფიშ"" სკუმბრია ზეთში",16.0,2.8,1.0,195.0,6.95,weight,0,425.0,0
"კონსერვი თევზის ""სელფიშ"" სკუმბრია ტომატში",10.0,2.0,7.0,160.0,6.95,weight,0,425.0,0
"კონსერვი თევზის ""სტელა მარისი"" ტრესკას ღვიძლი",20.0,3.5,2.0,220.0,7.5,weight,0,121.0,0
"კონსერვი თევზის ""ზა როდინუ"" სკუმბრია ტომატში",9.5,1.8,7.5,155.0,4.95,weight,0,185.0,0
"კონსერვი თევზის ""ზა როდინუ"" სკუმბრია ზეთში",14.0,2.5,1.0,185.0,4.95,weight,0,185.0,0
"კონსერვი თევზის ""ზა როდინუ"" შპროტი ზეთში",19.0,3.2,0.5,205.0,5.5,weight,0,160.0,0
"კონსერვი თევზის ""სელფიშ"" სკუმბრია ტომატში",10.0,2.0,7.0,160.0,3.95,weight,0,200.0,0
"კონსერვი თევზის ""ზა როდინუ"" კილკა ტომატის სოუსში",7.5,1.4,7.0,135.0,4.95,weight,0,240.0,0
"კონსერვი ხორცის ""მიასოფი"" საქონლის უ/ხ",16.0,4.0,2.0,220.0,14.5,weight,0,500.0,0
"კონსერვი ხორცის ""მიასოფი"" ღორის უ/ხ",16.0,4.0,2.0,220.0,6.35,weight,0,338.0,0
"კონსერვი საქონლის ხორცის ""მისნაია ლავკა""",18.0,6.0,1.5,240.0,5.95,weight,0,325.0,0
ტკბილეული და ნაყინი,0.0,0.0,0.0,0.0,0.0,package_weight,0,0.0,0
"შოკოლადის ბატონი ""სნიკერსი""",25.0,10.0,60.0,500.0,2.5,weight,0,55.0,0
"შოკოლადის ბატონი ""პიკნიკი""",28.0,12.0,58.0,510.0,2.6,weight,0,85.0,0
"შოკოლადის ბატონი ""ბაუნტი""",30.0,18.0,55.0,520.0,2.5,weight,0,55.0,0
"შოკოლადის ბატონი ""სნიკერსი"" სუპერი",24.0,9.0,62.0,490.0,3.55,weight,0,80.0,0
"შოკოლადის ბატონი ""ჯეთ'ს""",22.0,11.0,64.0,480.0,0.75,weight,0,42.0,0
"შოკოლადის ბატონი ""ნათ ენდ გოუ"" ნუშით",32.0,14.0,52.0,530.0,1.5,weight,0,34.0,0
"შოკოლადის ბატონი ""იარჩე""",20.0,10.0,65.0,475.0,1.2,weight,0,50.0,0
"შოკოლადის ბატონი ""ტვიქსი""",26.0,13.0,59.0,505.0,2.5,weight,0,55.0,0
"შოკოლადის ბატონი ""სნიკერსი"" თეთრი შოკოლადი",24.5,13.0,61.0,495.0,3.55,weight,0,81.0,0
"ვაფლი ""მილკა""",34.0,20.0,50.0,540.0,2.4,weight,0,30.0,0
"შოკოლადის ბატონი ""ტვიქსი"" ექსტრა",27.0,14.0,57.0,510.0,3.55,weight,0,75.0,0
"შოკოლადის ბატონი ""ბაუნტი"" ტრიო",31.0,17.0,54.0,525.0,3.55,weight,0,82.0,0
"შოკოლადის ბატონი ""ოზერა"" ვაფლით,თხილისა და რძიანი კრემით",33.0,16.0,51.0,535.0,0.95,weight,0,23.0,0
"შოკოლადის ბატონი ""სუპერ""",23.0,12.0,63.0,485.0,0.7,weight,0,40.0,0
"შოკოლადის ბატონი ""ჟუმკა""",19.0,9.0,67.0,470.0,1.3,weight,0,40.0,0
"შოკოლადის ბატონი ""როშენი"" შავი შოკოლადით",18.0,11.0,65.0,460.0,1.75,weight,0,43.0,0
"შოკოლადის ბატონი ""ბეიბიფოქსი"" რძიანი შიგთავსით",22.0,13.0,64.0,490.0,2.2,weight,0,45.0,0
"შოკოლადის ბატონი ""ზებრა"" არაქისითა და ქიშმიშით",32.0,18.0,45.0,520.0,1.3,weight,0,40.0,0
"შოკოლადის ბატონი ""ქინდერი"" ბუენო",36.0,20.0,49.5,572.0,3.15,weight,0,42.0,0
"შოკოლადის ბატონი ""ალპენ გოლდი"" ორეო",28.0,15.0,55.0,510.0,1.95,weight,0,37.0,0
"შოკოლადის ბატონი ""ტობლერონი"" რძიანი თაფლისა და ნუშის ნუგათი",30.0,18.0,55.0,535.0,14.5,weight,0,100.0,0
"შოკოლადის ბატონი თეთრი ""ქინდერი"" ბუენო",35.0,19.0,50.0,560.0,3.15,weight,0,42.0,0
"შოკოლადის ბატონი ""ქინდერი"" (8ც)",33.0,19.0,52.0,545.0,6.95,weight,0,100.0,0
"შოკოლადის ბატონი ""სუპერ სტეპი""",25.0,14.0,58.0,480.0,1.65,weight,0,45.0,0
"შოკოლადის ბატონი ""როშეტო"" შავი შოკოლადით",29.0,17.0,48.0,490.0,1.5,weight,0,34.0,0
"შოკოლადის ბატონი ""ტობლერონი"" თეთრი შოკოლადი თაფლისა და ნუშის ნუგათი",32.0,17.0,56.0,540.0,14.5,weight,0,100.0,0
"შოკოლადის ბატონი ""ჩუდო"" ვაფლით, თხილის და რძიანი კრემით",31.0,16.0,52.0,530.0,1.75,weight,0,55.0,0
"შოკოლადის ბატონი ""მარსი""",17.0,8.0,69.0,448.0,2.5,weight,0,50.0,0
"შოკოლადის ფილა ""ალპენ გოლდი"" რძიანი შოკოლადი თხილით და ქიშმიშით",29.0,16.0,48.0,505.0,4.2,weight,0,85.0,0
